"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","44","Should return 500 for a malformed JSON payload","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Users API > Negative Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","269","Should return a list of 100 posts","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","42","Should return 404 for a non-existent user with id 99","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Users API > Negative Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","297","Should fully update post with id 1","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","302","Should create a new post with id 101","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","43","Should create a user with id 11","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","50","Should create a user with id 11 with empty body","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Users API > Edge Cases","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","42","Should replace the nested address object when partially updating user with id 1","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","43","Should get user with id 1","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","38","Should delete post with id 1","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","50","Should partially update user with id 1","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","38","Should return a list of 10 users","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","68","Should fully update user with id 1","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","48","Should partially update post with id 1","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","52","Should delete user with id 1","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","36","Should create a post with id 101 with empty body","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Posts API > Edge Cases","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","266","Should get post with id 1","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","52","Should return a list of posts for existing user with id 1","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","46","Should return 404 for DELETE request to user list endpoint","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Users API > Negative Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","23","Should return 500 for a malformed JSON payload","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Posts API > Negative Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","33","Should return 404 for a non-existent post with id 9999","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Posts API > Negative Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","46","Should return 200 and empty list of posts for non-existing user with id 99","jsonplaceholder-api","2026-06-01","passed","2026-06-01","Posts API > Negative Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
