"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","252","Should delete post with id 1","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","101","Should partially update user with id 1","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","215","Should get post with id 1","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","38","Should return a list of 10 users","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","120","Should return 404 for a non-existent user with id 99","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Users API > Negative Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","91","Should return 500 for a malformed JSON payload","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Posts API > Negative Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","365","Should create a new post with id 101","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","101","Should create a user with id 11","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","229","Should return 200 and empty list of posts for non-existing user with id 99","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Posts API > Negative Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","103","Should return a list of posts for existing user with id 1","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","47","Should return 404 for a non-existent post with id 9999","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Posts API > Negative Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","231","Should fully update user with id 1","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","101","Should create a user with id 11 with empty body","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Users API > Edge Cases","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","290","Should partially update post with id 1","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","47","Should get user with id 1","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","438","Should fully update post with id 1","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","99","Should create a post with id 101 with empty body","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Posts API > Edge Cases","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","102","Should return 404 for DELETE request to user list endpoint","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Users API > Negative Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","215","Should return a list of 100 posts","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","90","Should return 500 for a malformed JSON payload","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Users API > Negative Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","227","Should delete user with id 1","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","104","Should replace the nested address object when partially updating user with id 1","jsonplaceholder-api","2026-07-09","passed","2026-07-09","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
