"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","52","Should get user with id 1","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","65","Should delete user with id 1","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","44","Should return 500 for a malformed JSON payload","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Posts API > Negative Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","369","Should fully update post with id 1","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","66","Should replace the nested address object when partially updating user with id 1","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","355","Should create a new post with id 101","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","78","Should return a list of 10 users","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","108","Should return 404 for a non-existent user with id 99","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Users API > Negative Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","69","Should return 500 for a malformed JSON payload","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Users API > Negative Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","222","Should return a list of 100 posts","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","114","Should create a user with id 11","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","66","Should partially update user with id 1","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","134","Should fully update user with id 1","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","128","Should return 200 and empty list of posts for non-existing user with id 99","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Posts API > Negative Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","63","Should create a user with id 11 with empty body","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Users API > Edge Cases","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","46","Should return 404 for DELETE request to user list endpoint","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Users API > Negative Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","180","Should get post with id 1","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","88","Should delete post with id 1","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","52","Should create a post with id 101 with empty body","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Posts API > Edge Cases","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","98","Should return a list of posts for existing user with id 1","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","46","Should return 404 for a non-existent post with id 9999","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Posts API > Negative Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","99","Should partially update post with id 1","jsonplaceholder-api","2026-05-29","passed","2026-05-29","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
