"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","43","Should create a user with id 11","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","52","Should return 500 for a malformed JSON payload","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Posts API > Negative Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","75","Should fully update user with id 1","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","50","Should return 404 for DELETE request to user list endpoint","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Users API > Negative Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","57","Should create a user with id 11 with empty body","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Users API > Edge Cases","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","67","Should replace the nested address object when partially updating user with id 1","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","40","Should create a post with id 101 with empty body","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Posts API > Edge Cases","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","38","Should delete user with id 1","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","62","Should partially update post with id 1","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","32","Should return 404 for a non-existent post with id 9999","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Posts API > Negative Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","42","Should return 404 for a non-existent user with id 99","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Users API > Negative Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","42","Should return a list of 10 users","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","281","Should return a list of 100 posts","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","39","Should delete post with id 1","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","57","Should get user with id 1","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","28","Should return 200 and empty list of posts for non-existing user with id 99","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Posts API > Negative Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","52","Should return a list of posts for existing user with id 1","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","346","Should fully update post with id 1","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","57","Should partially update user with id 1","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Users API > Positive Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","40","Should return 500 for a malformed JSON payload","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Users API > Negative Scenarios","../../../tests/jsonplaceholder-api/users.spec.js","",""
"","356","Should create a new post with id 101","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
"","338","Should get post with id 1","jsonplaceholder-api","2026-07-29","passed","2026-07-29","Posts API > Positive Scenarios","../../../tests/jsonplaceholder-api/posts.spec.js","",""
